character	syllable	initial	medial	nuclues	terminal	tone	percentage
廓	cv'oŋ	cv'	null	o	ŋ	3	undefined
廔	ləu	l	null	ə	u	0	undefined
廕	qjəm	qj	null	ə	m	2	undefined
廖	liu	l	null	i	u	2	undefined
廗	tai	t	null	a	i	2	undefined
廘	luŋ	l	null	u	ŋ	3	undefined
廙	i		null	i		2	undefined
廚	ʣr'y	ʣr'	null	y		0	undefined
廚	ʦr'y	ʦr'	null	y		1	undefined
廚	ʣr'øi	ʣr'	null	ø	i	0	undefined
廚	ʦr'øi	ʦr'	null	ø	i	1	undefined
廛	ʣr'in	ʣr'	null	i	n	0	undefined
廜	d'ou	d'	null	o	u	0	undefined
廝	si	s	null	i		0	undefined
廞	xjəm	xj	null	ə	m	0	undefined
廟	miu	m	null	i	u	2	undefined
廠	ʦj'oŋ	ʦj'	null	o	ŋ	1	undefined
廡	mou	m	null	o	u	1	undefined
廢	fəi	f	null	ə	i	2	undefined
廣	cvoŋ	cv	null	o	ŋ	1	undefined
廤	fu	f	null	u		2	undefined
廥	c'ui	c'	null	u	i	1	undefined
廦	piŋ	p	null	i	ŋ	3	undefined
廧	ʣ'øŋ	ʣ'	null	ø	ŋ	0	undefined
廨	hai	h	null	a	i	2	undefined
廨	cai	c	null	a	i	2	undefined
廩	ləm	l	null	ə	m	1	undefined
廪	ləm	l	null	ə	m	1	undefined
廫	liu	l	null	i	u	0	undefined
廬	lou	l	null	o	u	0	undefined
廭	ʦiŋ	ʦ	null	i	ŋ	3	undefined
廮	qiŋ	q	null	i	ŋ	1	undefined
廯	sin	s	null	i	n	0	undefined
廰	t'eŋ	t'	null	e	ŋ	0	undefined
廱	qjuŋ	qj	null	u	ŋ	0	undefined
廲	ləi	l	null	ə	i	0	undefined
廳	t'eŋ	t'	null	e	ŋ	0	undefined
廳	t'iŋ	t'	null	i	ŋ	0	undefined
廴	jən	j	null	ə	n	1	undefined
廵	ʣ'øn	ʣ'	null	ø	n	0	undefined
延	in		null	i	n	0	undefined
廷	d'iŋ	d'	null	i	ŋ	0	undefined
廸	diŋ	d	null	i	ŋ	3	undefined
廹	paŋ	p	null	a	ŋ	3	undefined
廹	piŋ	p	null	i	ŋ	3	undefined
建	cin	c	null	i	n	2	undefined
廻	hui	h	null	u	i	0	undefined
廼	nai	n	null	a	i	1	undefined
廽	ui		null	u	i	0	undefined
廾	cuŋ	c	null	u	ŋ	1	undefined
廿	nim	n	null	i	m	2	undefined
廿	nje	nj	null	e		2	undefined
廿	nja	nj	null	a		2	undefined
开	xoi	x	null	o	i	0	undefined
弁	bin	b	null	i	n	2	undefined
弁	b'un	b'	null	u	n	0	undefined
异	i		null	i		2	undefined
弃	xei	x	null	e	i	2	undefined
弄	luŋ	l	null	u	ŋ	2	undefined
弅	wən	w	null	ə	n	1	undefined
弆	cøi	c	null	ø	i	1	undefined
弇	qim	q	null	i	m	1	undefined
弈	iŋ		null	i	ŋ	3	undefined
弉	ʣoŋ	ʣ	null	o	ŋ	2	undefined
弊	bəi	b	null	ə	i	2	undefined
弋	iŋ		null	i	ŋ	3	undefined
弌	qjən	qj	null	ə	n	3	undefined
弍	nji	nj	null	i		2	undefined
弎	sam	s	null	a	m	0	undefined
式	sjiŋ	sj	null	i	ŋ	3	undefined
弐	i		null	i		2	undefined
弑	sji	sj	null	i		2	undefined
弒	sji	sj	null	i		2	undefined
弓	cuŋ	c	null	u	ŋ	0	undefined
弔	tiu	t	null	i	u	2	undefined
引	jən	j	null	ə	n	1	undefined
弖	cuŋ	c	null	u	ŋ	0	undefined
弗	fən	f	null	ə	n	3	undefined
弗	fiŋ	f	null	i	ŋ	3	undefined
弘	hvəŋ	hv	null	ə	ŋ	0	undefined
弙	qu	q	null	u		0	undefined
弚	dəi	d	null	ə	i	2	undefined
弛	ʣj'i	ʣj'	null	i		0	undefined
弜	g'øŋ	g'	null	ø	ŋ	1	undefined
弝	pa	p	null	a		2	undefined
弞	ʦ'ən	ʦ'	null	ə	n	1	undefined
弟	dəi	d	null	ə	i	2	undefined
弟	təi	t	null	ə	i	1	undefined
弟	ti	t	null	i		1	undefined
弟	di	d	null	i		0	undefined
弟	d'əi	d'	null	ə	i	1	undefined
张	ʦøŋ	ʦ	null	ø	ŋ	0	undefined
弡	gvən	gv	null	ə	n	3	undefined
弢	t'ou	t'	null	o	u	0	undefined
弣	fu	f	null	u		1	undefined
弤	təi	t	null	ə	i	1	undefined
弥	lei	l	null	e	i	0	undefined
弥	mei	m	null	e	i	0	undefined
弦	hjin	hj	null	i	n	0	undefined
弦	hyn	h	null	y	n	0	undefined
弧	hu	h	null	u		0	undefined
弨	ʦj'iu	ʦj'	null	i	u	0	undefined
弩	nou	n	null	o	u	1	undefined
弪	ciŋ	c	null	i	ŋ	2	undefined
弫	ʦ'ən	ʦ'	null	ə	n	1	undefined
弬	i		null	i		0	undefined
弭	məi	m	null	ə	i	1	undefined
弭	mei	m	null	e	i	1	undefined
弮	xyn	x	null	y	n	0	undefined
弯	qvan	qv	null	a	n	0	undefined
弰	srau	sr	null	a	u	0	undefined
弱	njøŋ	nj	null	ø	ŋ	3	undefined
弲	xyn	x	null	y	n	0	undefined
弳	ciŋ	c	null	i	ŋ	2	undefined
弴	tiu	t	null	i	u	0	undefined
張	ʦrøŋ	ʦr	null	ø	ŋ	0	undefined
弶	g'øŋ	g'	null	ø	ŋ	1	undefined
強	g'øŋ	g'	null	ø	ŋ	0	undefined
強	gøŋ	g	null	ø	ŋ	2	undefined
弸	b'aŋ	b'	null	a	ŋ	0	undefined
弸	p'iŋ	p'	null	i	ŋ	0	undefined
弸	b'əŋ	b'	null	ə	ŋ	0	undefined
弹	dan	d	null	a	n	2	undefined
弹	tan	t	null	a	n	1	undefined
弹	d'an	d'	null	a	n	0	undefined
强	g'øŋ	g'	null	ø	ŋ	0	undefined
强	gøŋ	g	null	ø	ŋ	2	undefined
弻	bən	b	null	ə	n	3	undefined
弼	bən	b	null	ə	n	3	undefined
弽	sim	s	null	i	m	3	undefined
弾	dan	d	null	a	n	2	undefined
弿	cin	c	null	i	n	1	undefined
彀	cəu	c	null	ə	u	2	undefined
彁	co	c	null	o		0	undefined
彂	fan	f	null	a	n	3	undefined
彃	pən	p	null	ə	n	3	undefined
彄	c'əu	c'	null	ə	u	0	undefined
彅	ʦin	ʦ	null	i	n	1	undefined
彆	pin	p	null	i	n	3	undefined
彇	siu	s	null	i	u	0	undefined
彈	dan	d	null	a	n	2	undefined
彈	tan	t	null	a	n	1	undefined
彈	d'an	d'	null	a	n	0	undefined
彉	cv'oŋ	cv'	null	o	ŋ	3	undefined
彉	cvoŋ	cv	null	o	ŋ	3	undefined
彊	cøŋ	c	null	ø	ŋ	0	undefined
彊	g'øŋ	g'	null	ø	ŋ	0	undefined
彊	gøŋ	g	null	ø	ŋ	2	undefined
彋	hvəŋ	hv	null	ə	ŋ	0	undefined
彋	hvaŋ	hv	null	a	ŋ	0	undefined
彌	lei	l	null	e	i	0	undefined
彌	mei	m	null	e	i	0	undefined
彍	cv'oŋ	cv'	null	o	ŋ	3	undefined
彍	cvoŋ	cv	null	o	ŋ	3	undefined
彎	qvan	qv	null	a	n	0	undefined
彏	xvoŋ	xv	null	o	ŋ	3	undefined
彏	coŋ	c	null	o	ŋ	3	undefined
彐	cəi	c	null	ə	i	2	undefined
彑	cəi	c	null	ə	i	2	undefined
归	cvəi	cv	null	ə	i	0	undefined
当	toŋ	t	null	o	ŋ	0	undefined
彔	luŋ	l	null	u	ŋ	3	undefined
录	luŋ	l	null	u	ŋ	3	undefined
彖	t'øn	t'	null	ø	n	2	undefined
彗	vəi	v	null	ə	i	2	undefined
彗	zøi	z	null	ø	i	2	undefined
彘	ʣri	ʣr	null	i		2	undefined
彘	ʣrəi	ʣr	null	ə	i	2	undefined
彙	vəi	v	null	ə	i	2	undefined
彙	ui		null	u	i	2	undefined
彚	vəi	v	null	ə	i	2	undefined
彛	i		null	i		0	undefined
彜	i		null	i		0	undefined
彝	i		null	i		0	undefined
彞	i		null	i		0	undefined
彟	voŋ	v	null	o	ŋ	3	undefined
彠	voŋ	v	null	o	ŋ	3	undefined
彡	sam	s	null	a	m	0	undefined
形	hjiŋ	hj	null	i	ŋ	0	undefined
彣	mən	m	null	ə	n	0	undefined
彤	d'uŋ	d'	null	u	ŋ	0	undefined
彥	ŋin	ŋ	null	i	n	2	undefined
彦	ŋin	ŋ	null	i	n	2	undefined
彧	qjuŋ	qj	null	u	ŋ	3	undefined
彨	ʦ'i	ʦ'	null	i		0	undefined
彩	ʦ'oi	ʦ'	null	o	i	1	undefined
彪	piu	p	null	i	u	0	undefined
彫	tiu	t	null	i	u	0	undefined
彬	pən	p	null	ə	n	0	undefined
彭	b'aŋ	b'	null	a	ŋ	0	undefined
彮	juŋ	j	null	u	ŋ	1	undefined
彯	p'iu	p'	null	i	u	0	undefined
彰	ʦjøŋ	ʦj	null	ø	ŋ	0	undefined
影	qiŋ	q	null	i	ŋ	1	undefined
彲	ʦr'i	ʦr'	null	i		0	undefined
彳	ʦr'iŋ	ʦr'	null	i	ŋ	3	undefined
彴	ʦjøŋ	ʦj	null	ø	ŋ	3	undefined
彵	d'o	d'	null	o		1	undefined
彶	cəm	c	null	ə	m	3	undefined
彷	b'oŋ	b'	null	o	ŋ	0	undefined
彷	foŋ	f	null	o	ŋ	1	undefined
彸	ʦjuŋ	ʦj	null	u	ŋ	0	undefined
役	iŋ		null	i	ŋ	3	undefined
彺	voŋ	v	null	o	ŋ	0	undefined
彻	ʦ'in	ʦ'	null	i	n	3	undefined
彼	pei	p	null	e	i	1	undefined
彽	ʣr'i	ʣr'	null	i		0	undefined
彽	təi	t	null	ə	i	0	undefined
彾	liŋ	l	null	i	ŋ	0	undefined
彿	fən	f	null	ə	n	3	undefined
往	voŋ	v	null	o	ŋ	1	undefined
征	ʦjiŋ	ʦj	null	i	ŋ	0	undefined
征	ʣj'iŋ	ʣj'	null	i	ŋ	0	undefined
徂	ʣ'ou	ʣ'	null	o	u	0	undefined
徃	voŋ	v	null	o	ŋ	1	undefined
径	ciŋ	c	null	i	ŋ	2	undefined
径	caŋ	c	null	a	ŋ	2	undefined
待	doi	d	null	o	i	2	undefined
徆	səi	s	null	ə	i	0	undefined
徇	søn	s	null	ø	n	0	undefined
徇	zøn	z	null	ø	n	2	undefined
徇	ʣ'øn	ʣ'	null	ø	n	0	undefined
很	xən	x	null	ə	n	1	undefined
徉	jøŋ	j	null	ø	ŋ	0	undefined
徊	hui	h	null	u	i	0	undefined
律	løn	l	null	ø	n	3	undefined
後	həu	h	null	ə	u	2	undefined
後	xəu	x	null	ə	u	1	undefined
徍	voŋ	v	null	o	ŋ	1	undefined
徎	ʦ'iŋ	ʦ'	null	i	ŋ	1	undefined
徏	ʦiŋ	ʦ	null	i	ŋ	3	undefined
徐	ʣ'øi	ʣ'	null	ø	i	0	undefined
徑	ciŋ	c	null	i	ŋ	2	undefined
徑	caŋ	c	null	a	ŋ	2	undefined
徒	d'ou	d'	null	o	u	0	undefined
徒	t'ou	t'	null	o	u	1	undefined
従	ʣ'uŋ	ʣ'	null	u	ŋ	0	undefined
徔	ʦi	ʦ	null	i		0	undefined
徕	loi	l	null	o	i	0	undefined
徖	ʣ'uŋ	ʣ'	null	u	ŋ	0	undefined
得	təŋ	t	null	ə	ŋ	3	undefined
徘	b'ui	b'	null	u	i	0	undefined
徙	sai	s	null	a	i	1	undefined
徚	can	c	null	a	n	1	undefined
徛	gei	g	null	e	i	2	undefined
徛	g'ei	g'	null	e	i	1	undefined
徛	cei	c	null	e	i	2	undefined
徜	zjøŋ	zj	null	ø	ŋ	0	undefined
徝	ʦi	ʦ	null	i		2	undefined
從	ʣ'uŋ	ʣ'	null	u	ŋ	0	undefined
從	ʦuŋ	ʦ	null	u	ŋ	0	undefined
徟	ʦəu	ʦ	null	ə	u	0	undefined
徠	loi	l	null	o	i	0	undefined
御	ŋy	ŋ	null	y		2	undefined
御	ŋa	ŋ	null	a		2	undefined
徢	sim	s	null	i	m	3	undefined
徣	ʦe	ʦ	null	e		2	undefined
徤	gin	g	null	i	n	2	undefined
徥	zi	z	null	i		2	undefined
徦	ca	c	null	a		1	undefined
徧	p'in	p'	null	i	n	2	undefined
徨	hvoŋ	hv	null	o	ŋ	0	undefined
復	wuŋ	w	null	u	ŋ	3	undefined
復	fuŋ	f	null	u	ŋ	3	undefined
復	wəu	w	null	ə	u	2	undefined
循	ʣ'øn	ʣ'	null	ø	n	0	undefined
徫	vəi	v	null	ə	i	1	undefined
徬	b'oŋ	b'	null	o	ŋ	0	undefined
徭	iu		null	i	u	0	undefined
微	mei	m	null	e	i	0	undefined
徯	həi	h	null	ə	i	0	undefined
徰	ʦiŋ	ʦ	null	i	ŋ	0	undefined
徱	p'iu	p'	null	i	u	2	undefined
徲	d'əi	d'	null	ə	i	0	undefined
徳	təŋ	t	null	ə	ŋ	3	undefined
徴	ʦiŋ	ʦ	null	i	ŋ	0	undefined
徵	ʦri	ʦr	null	i		1	undefined
徵	ʦriŋ	ʦr	null	i	ŋ	0	undefined
徵	ʣr'iŋ	ʣr'	null	i	ŋ	0	undefined
徶	pin	p	null	i	n	3	undefined
徶	p'in	p'	null	i	n	3	undefined
德	təŋ	t	null	ə	ŋ	3	undefined
徸	ʦ'uŋ	ʦ'	null	u	ŋ	0	undefined
徹	ʦr'in	ʦr'	null	i	n	3	undefined
徺	xiu	x	null	i	u	0	undefined
徻	qvəi	qv	null	ə	i	2	undefined
徼	ciu	c	null	i	u	2	undefined
徼	xiu	x	null	i	u	0	undefined
徼	xjiu	xj	null	i	u	0	undefined
徽	xvəi	xv	null	ə	i	0	undefined
徾	mei	m	null	e	i	0	undefined
徿	luŋ	l	null	u	ŋ	2	undefined
忀	søŋ	s	null	ø	ŋ	0	undefined
忁	pou	p	null	o	u	2	undefined
忂	g'øi	g'	null	ø	i	0	undefined
心	səm	s	null	ə	m	0	undefined
忄	zy	z	null	y		2	undefined
必	pin	p	null	i	n	3	undefined
忆	qiŋ	q	null	i	ŋ	3	undefined
忇	ləŋ	l	null	ə	ŋ	3	undefined
忈	jən	j	null	ə	n	0	undefined
忉	tou	t	null	o	u	0	undefined
忉	t'ou	t'	null	o	u	0	undefined
忊	diŋ	d	null	i	ŋ	2	undefined
忋	coi	c	null	o	i	1	undefined
忌	gei	g	null	e	i	2	undefined
忌	cei	c	null	e	i	1	undefined
忍	qnjən	qnj	null	ə	n	1	undefined
忎	jən	j	null	ə	n	0	undefined
忏	ʦ'am	ʦ'	null	a	m	2	undefined
忐	t'an	t'	null	a	n	1	undefined
忑	t'iŋ	t'	null	i	ŋ	3	undefined
忒	t'iŋ	t'	null	i	ŋ	3	undefined
忓	con	c	null	o	n	0	undefined
忔	h-ən	h-	null	ə	n	3	undefined
忔	xən	x	null	ə	n	3	undefined
忔	hjən	hj	null	ə	n	3	undefined
忕	zəi	z	null	ə	i	2	undefined
忕	t'ai	t'	null	a	i	2	undefined
忖	ʦ'yn	ʦ'	null	y	n	1	undefined
志	ʦji	ʦj	null	i		2	undefined
忘	moŋ	m	null	o	ŋ	0	undefined
忙	moŋ	m	null	o	ŋ	0	undefined
忚	xei	x	null	e	i	0	undefined
忛	wan	w	null	a	n	0	undefined
応	qiŋ	q	null	i	ŋ	2	undefined
忝	t'im	t'	null	i	m	1	undefined
忞	mən	m	null	ə	n	0	undefined
忟	mən	m	null	ə	n	0	undefined
忟	qməŋ	qm	null	ə	ŋ	1	undefined
忠	ʦruŋ	ʦr	null	u	ŋ	0	undefined
忡	ʦr'uŋ	ʦr'	null	u	ŋ	0	undefined
忢	ŋ		null	ŋ		2	undefined
忢	m		null	m		2	undefined
忣	cəm	c	null	ə	m	3	undefined
忤	ŋ		null	ŋ		1	undefined
忥	xei	x	null	e	i	2	undefined
忦	cin	c	null	i	n	3	undefined
忧	qjəu	qj	null	ə	u	0	undefined
忨	ŋvun	ŋv	null	u	n	2	undefined
忩	ʦ'uŋ	ʦ'	null	u	ŋ	0	undefined
忪	ʦuŋ	ʦ	null	u	ŋ	0	undefined
快	xvai	xv	null	a	i	2	undefined
忬	y		null	y		2	undefined
忭	bin	b	null	i	n	2	undefined
忮	ʦji	ʦj	null	i		2	undefined
忯	g'ei	g'	null	e	i	0	undefined
忰	zøi	z	null	ø	i	2	undefined
忱	zjəm	zj	null	ə	m	0	undefined
忲	t'ai	t'	null	a	i	2	undefined
忳	d'yn	d'	null	y	n	0	undefined
忳	ʦøn	ʦ	null	ø	n	0	undefined
忴	g'im	g'	null	i	m	0	undefined
念	nim	n	null	i	m	2	undefined
念	nje	nj	null	e		2	undefined
念	nja	nj	null	a		2	undefined
忶	vən	v	null	ə	n	0	undefined
忷	xuŋ	x	null	u	ŋ	0	undefined
忸	qnəu	qn	null	ə	u	1	undefined
忸	qləu	ql	null	ə	u	1	undefined
忸	nruŋ	nr	null	u	ŋ	3	undefined
忸	luŋ	l	null	u	ŋ	3	undefined
忹	g'oŋ	g'	null	o	ŋ	0	undefined
忺	xin	x	null	i	n	0	undefined
忺	xim	x	null	i	m	0	undefined
忻	xjən	xj	null	ə	n	0	undefined
忼	c'oŋ	c'	null	o	ŋ	1	undefined
忼	xoŋ	x	null	o	ŋ	1	undefined
忽	xvən	xv	null	ə	n	3	undefined
忾	c'oi	c'	null	o	i	2	undefined
忿	wən	w	null	ə	n	1	undefined
怀	vai	v	null	a	i	0	undefined
态	t'ai	t'	null	a	i	2	undefined
怂	suŋ	s	null	u	ŋ	1	undefined
怃	mou	m	null	o	u	1	undefined
怄	qəu	q	null	ə	u	2	undefined
怄	qŋəu	qŋ	null	ə	u	2	undefined
怅	ʦ'øŋ	ʦ'	null	ø	ŋ	2	undefined
怅	ʦøŋ	ʦ	null	ø	ŋ	2	undefined
怆	ʦ'oŋ	ʦ'	null	o	ŋ	2	undefined
怇	gøi	g	null	ø	i	2	undefined
怈	jəi	j	null	ə	i	2	undefined
怉	pau	p	null	a	u	1	undefined
怊	ʦ'iu	ʦ'	null	i	u	0	undefined
怊	d'iu	d'	null	i	u	0	undefined
怋	mən	m	null	ə	n	0	undefined
怌	p'ei	p'	null	e	i	0	undefined
怍	ʦoŋ	ʦ	null	o	ŋ	3	undefined
怍	ʣoŋ	ʣ	null	o	ŋ	3	undefined
怎	ʦrəm	ʦr	null	ə	m	1	undefined
怏	qjøŋ	qj	null	ø	ŋ	1	undefined
怐	c'əu	c'	null	ə	u	2	undefined
怑	bun	b	null	u	n	2	undefined
怒	nou	n	null	o	u	2	undefined
怓	nrau	nr	null	a	u	0	undefined
怓	lau	l	null	a	u	0	undefined
怔	ʦjiŋ	ʦj	null	i	ŋ	0	undefined
怕	p'a	p'	null	a		2	undefined
怖	pou	p	null	o	u	2	undefined
怗	t'im	t'	null	i	m	3	undefined
怗	ʦim	ʦ	null	i	m	0	undefined
怘	cu	c	null	u		2	undefined
怙	hu	h	null	u		2	undefined
怚	ʣøi	ʣ	null	ø	i	2	undefined
怛	tan	t	null	a	n	3	undefined
怛	t'an	t'	null	a	n	1	undefined
怜	lin	l	null	i	n	0	undefined
思	si	s	null	i		0	undefined
思	soi	s	null	o	i	0	undefined
怞	jəu	j	null	ə	u	0	undefined
怞	ʣrəu	ʣr	null	ə	u	2	undefined
怞	ʣr'əu	ʣr'	null	ə	u	0	undefined
怟	təi	t	null	ə	i	2	undefined
怠	d'oi	d'	null	o	i	1	undefined
怠	doi	d	null	o	i	2	undefined
怡	i		null	i		0	undefined
怢	dən	d	null	ə	n	3	undefined
怣	jəu	j	null	ə	u	0	undefined
怤	fu	f	null	u		0	undefined
急	cəm	c	null	ə	m	3	undefined
怦	p'iŋ	p'	null	i	ŋ	0	undefined
性	siŋ	s	null	i	ŋ	2	undefined
怨	qyn	q	null	y	n	2	undefined
怩	nrei	nr	null	e	i	0	undefined
怩	lei	l	null	e	i	0	undefined
怪	cvai	cv	null	a	i	2	undefined
怫	wən	w	null	ə	n	3	undefined
怫	fəi	f	null	ə	i	2	undefined
怫	bui	b	null	u	i	2	undefined
怬	xei	x	null	e	i	2	undefined
怭	pin	p	null	i	n	3	undefined
怮	qjəu	qj	null	ə	u	0	undefined
怯	xim	x	null	i	m	3	undefined
怰	yn		null	y	n	2	undefined
怱	ʦ'uŋ	ʦ'	null	u	ŋ	0	undefined
怲	piŋ	p	null	i	ŋ	1	undefined
怳	xvoŋ	xv	null	o	ŋ	1	undefined
怴	x-vən	x-v	null	ə	n	3	undefined
怵	ʦrøn	ʦr	null	ø	n	3	undefined
怶	pei	p	null	e	i	2	undefined
怷	siŋ	s	null	i	ŋ	3	undefined
怸	siŋ	s	null	i	ŋ	3	undefined
怹	t'a	t'	null	a		0	undefined
怺	viŋ	v	null	i	ŋ	1	undefined
总	ʦuŋ	ʦ	null	u	ŋ	1	undefined
怼	døi	d	null	ø	i	2	undefined
怼	ʣøi	ʣ	null	ø	i	2	undefined
怽	mei	m	null	e	i	2	undefined
怾	siŋ	s	null	i	ŋ	3	undefined
怾	ʦ'i	ʦ'	null	i		2	undefined
怿	iŋ		null	i	ŋ	3	undefined
恀	ʦji	ʦj	null	i		1	undefined
恀	zji	zj	null	i		2	undefined
恀	ʦj'i	ʦj'	null	i		1	undefined
恁	njəm	nj	null	ə	m	2	undefined
恂	søn	s	null	ø	n	0	undefined
恃	ʣj'i	ʣj'	null	i		1	undefined
恄	xən	x	null	ə	n	3	undefined
恅	lou	l	null	o	u	1	undefined
恆	həŋ	h	null	ə	ŋ	0	undefined
恆	cəŋ	c	null	ə	ŋ	1	undefined
恇	xoŋ	x	null	o	ŋ	0	undefined
恈	məu	m	null	ə	u	0	undefined
恉	ʦji	ʦj	null	i		1	undefined
恊	xim	x	null	i	m	3	undefined
恋	qlyn	ql	null	y	n	1	undefined
恋	lyn	l	null	y	n	1	undefined
恌	t'iu	t'	null	i	u	0	undefined
恍	xvoŋ	xv	null	o	ŋ	1	undefined
恎	din	d	null	i	n	3	undefined
恏	xou	x	null	o	u	1	undefined
恐	xuŋ	x	null	u	ŋ	1	undefined
恑	cvəi	cv	null	ə	i	1	undefined
恒	həŋ	h	null	ə	ŋ	0	undefined
恒	xəŋ	x	null	ə	ŋ	1	undefined
恒	cəŋ	c	null	ə	ŋ	1	undefined
恓	səi	s	null	ə	i	0	undefined
恔	hau	h	null	a	u	2	undefined
恕	sjy	sj	null	y		2	undefined
恖	si	s	null	i		0	undefined
恗	xu	x	null	u		0	undefined
恘	xjəu	xj	null	ə	u	0	undefined
恙	jøŋ	j	null	ø	ŋ	2	undefined
恚	vəi	v	null	ə	i	2	undefined
恛	ui		null	u	i	0	undefined
恜	ʦr'iŋ	ʦr'	null	i	ŋ	3	undefined
恝	can	c	null	a	n	3	undefined
恝	x-an	x-	null	a	n	3	undefined
恞	i		null	i		0	undefined
恟	xuŋ	x	null	u	ŋ	0	undefined
恠	cvai	cv	null	a	i	2	undefined
恡	løn	l	null	ø	n	2	undefined
恢	xui	x	null	u	i	0	undefined
恣	ʦi	ʦ	null	i		2	undefined
恣	ʦ'i	ʦ'	null	i		2	undefined
恤	søn	s	null	ø	n	3	undefined
恥	ʦr'i	ʦr'	null	i		1	undefined
恦	søŋ	s	null	ø	ŋ	2	undefined
恧	nruŋ	nr	null	u	ŋ	3	undefined
恧	luŋ	l	null	u	ŋ	3	undefined
恨	hən	h	null	ə	n	2	undefined
恩	qjən	qj	null	ə	n	0	undefined
恪	c'oŋ	c'	null	o	ŋ	3	undefined
恫	duŋ	d	null	u	ŋ	2	undefined
恫	t'uŋ	t'	null	u	ŋ	0	undefined
恬	d'im	d'	null	i	m	0	undefined
恭	cuŋ	c	null	u	ŋ	0	undefined
恮	ʣ'yn	ʣ'	null	y	n	0	undefined
息	siŋ	s	null	i	ŋ	3	undefined
恰	xəm	x	null	ə	m	3	undefined
恱	yn		null	y	n	3	undefined
恲	p'aŋ	p'	null	a	ŋ	0	undefined
恳	xən	x	null	ə	n	1	undefined
恴	təŋ	t	null	ə	ŋ	3	undefined
恵	vəi	v	null	ə	i	2	undefined
恶	qoŋ	q	null	o	ŋ	3	undefined
恶	qŋoŋ	qŋ	null	o	ŋ	3	undefined
恶	qu	q	null	u		2	undefined
恷	qjəu	qj	null	ə	u	0	undefined
恸	duŋ	d	null	u	ŋ	2	undefined
恹	qim	q	null	i	m	0	undefined
恺	xoi	x	null	o	i	1	undefined
恻	ʦ'əŋ	ʦ'	null	ə	ŋ	3	undefined
恻	ʦ'aŋ	ʦ'	null	a	ŋ	3	undefined
恼	nou	n	null	o	u	1	undefined
恽	vən	v	null	ə	n	2	undefined
恾	moŋ	m	null	o	ŋ	0	undefined
恿	qjuŋ	qj	null	u	ŋ	1	undefined
悀	juŋ	j	null	u	ŋ	1	undefined
悁	cyn	c	null	y	n	2	undefined
悁	qyn	q	null	y	n	0	undefined
悂	p'ei	p'	null	e	i	0	undefined
悂	p'əi	p'	null	ə	i	0	undefined
悃	cv'ən	cv'	null	ə	n	1	undefined
悄	ʦ'iu	ʦ'	null	i	u	1	undefined
悄	ʣ'iu	ʣ'	null	i	u	1	undefined
悅	yn		null	y	n	3	undefined
悆	y		null	y		2	undefined
悇	d'ou	d'	null	o	u	0	undefined
悈	cai	c	null	a	i	2	undefined
悉	siŋ	s	null	i	ŋ	3	undefined
悊	ʦrin	ʦr	null	i	n	3	undefined
悋	løn	l	null	ø	n	2	undefined
悌	dəi	d	null	ə	i	2	undefined
悌	d'əi	d'	null	ə	i	1	undefined
悍	hon	h	null	o	n	1	undefined
悎	hou	h	null	o	u	2	undefined
悏	xim	x	null	i	m	3	undefined
悐	t'iŋ	t'	null	i	ŋ	3	undefined
悑	pou	p	null	o	u	2	undefined
悒	qjəm	qj	null	ə	m	3	undefined
悓	in		null	i	n	1	undefined
悔	xui	x	null	u	i	2	undefined
悕	xei	x	null	e	i	0	undefined
悖	bui	b	null	u	i	2	undefined
悖	pui	p	null	u	i	2	undefined
悖	bun	b	null	u	n	3	undefined
悗	mun	m	null	u	n	1	undefined
悘	qi	q	null	i		0	undefined
悙	xəŋ	x	null	ə	ŋ	0	undefined
悚	suŋ	s	null	u	ŋ	1	undefined
悛	syn	s	null	y	n	0	undefined
悜	ʦr'iŋ	ʦr'	null	i	ŋ	1	undefined
悝	fui	f	null	u	i	0	undefined
悝	lei	l	null	e	i	1	undefined
悝	cv'əi	cv'	null	ə	i	0	undefined
悞	ŋ		null	ŋ		2	undefined
悟	ŋ		null	ŋ		2	undefined
悠	jəu	j	null	ə	u	0	undefined
悡	lei	l	null	e	i	0	undefined
悢	løŋ	l	null	ø	ŋ	2	undefined
悢	loŋ	l	null	o	ŋ	1	undefined
患	hvan	hv	null	a	n	2	undefined
悤	ʦ'uŋ	ʦ'	null	u	ŋ	0	undefined
悥	qi	q	null	i		2	undefined
悦	yn		null	y	n	3	undefined
悧	lei	l	null	e	i	0	undefined
您	nrei	nr	null	e	i	1	undefined
您	lei	l	null	e	i	1	undefined
悩	nou	n	null	o	u	1	undefined
悪	qoŋ	q	null	o	ŋ	3	undefined
悪	qŋoŋ	qŋ	null	o	ŋ	3	undefined
悫	c'oŋ	c'	null	o	ŋ	3	undefined
悬	yn		null	y	n	0	undefined
悭	xan	x	null	a	n	0	undefined
悮	ŋ		null	ŋ		2	undefined
悯	mən	m	null	ə	n	1	undefined
悰	ʣ'uŋ	ʣ'	null	u	ŋ	0	undefined
悱	fei	f	null	e	i	1	undefined
悲	pei	p	null	e	i	0	undefined
悳	təŋ	t	null	ə	ŋ	3	undefined
悴	zøi	z	null	ø	i	2	undefined
悵	ʦr'øŋ	ʦr'	null	ø	ŋ	2	undefined
悵	ʦrøŋ	ʦr	null	ø	ŋ	2	undefined
悶	mun	m	null	u	n	2	undefined
